seq id	alignment start	alignment end	envelope start	envelope end	hmm acc	hmm name	type	hmm start	hmm end	hmm length	bit score	E-value	significance	clan
LAMA5	2023	2063	2023	2067	PF00053.27	Laminin_EGF	Domain	1	45	49.0	25.8	9.4e-06	1	CL0001
LAMA5	2070	2117	2070	2119	PF00053.27	Laminin_EGF	Domain	1	49	49.0	35.1	1.1e-08	1	CL0001
LAMA5	2192	2450	2192	2451	PF06008.17	Laminin_I	Coiled-coil	1	258	259.0	279.8	2.5999999999999997e-83	1	No_clan
LAMA5	2632	2762	2632	2762	PF06009.15	Laminin_II	Coiled-coil	1	138	138.0	135.3	1.4999999999999998e-39	1	No_clan
LAMA5	2782	2908	2777	2911	PF00054.26	Laminin_G_1	Domain	10	128	131.0	26.3	7.7e-06	1	CL0004
LAMA5	2971	3096	2970	3099	PF02210.27	Laminin_G_2	Domain	2	123	126.0	29.5	1e-06	1	CL0004
LAMA5	3373	3498	3371	3499	PF02210.27	Laminin_G_2	Domain	4	125	126.0	59.8	4.1e-16	1	CL0004
LAMA5	3551	3672	3549	3673	PF02210.27	Laminin_G_2	Domain	3	125	126.0	64.3	1.7e-17	1	CL0004
IGKV1-6	28	111	28	117	PF07686.20	V-set	Domain	1	91	109.0	58.1	9.2e-16	1	CL0011
LCP2	14	74	12	76	PF07647.20	SAM_2	Domain	3	64	66.0	35.8	7e-09	1	CL0003
LCP2	422	505	422	505	PF00017.27	SH2	Domain	1	77	77.0	52.6	4.1e-14	1	CL0541
IGKV1-17	28	111	28	117	PF07686.20	V-set	Domain	1	91	109.0	56.8	2.3e-15	1	CL0011
MTREX	143	287	141	292	PF00270.32	DEAD	Domain	3	170	176.0	61.8	7.5e-17	1	CL0023
MTREX	422	528	373	528	PF00271.34	Helicase_C	Domain	20	111	111.0	28.8	1.3e-06	1	CL0023
MTREX	582	841	582	841	PF13234.9	rRNA_proc-arch	Domain	1	270	270.0	294.4	1.1e-87	1	No_clan
MTREX	868	1037	867	1037	PF08148.15	DSHCT	Domain	2	162	162.0	189.4	3.5e-56	1	No_clan
LANCL1	56	399	55	399	PF05147.16	LANC_like	Repeat	2	352	352.0	357.9	4.2e-107	1	CL0059
LANCL3	64	415	60	418	PF05147.16	LANC_like	Repeat	6	349	352.0	238.5	8.600000000000001e-71	1	CL0059
LLGL1	280	380	279	380	PF08366.16	LLGL	Family	2	104	104.0	140.0	3e-41	1	No_clan
LLGL1	447	461	422	461	PF00400.35	WD40	Repeat	16	38	38.0	13.4	0.12	1	CL0186
PRKCG	36	87	36	88	PF00130.25	C1_1	Domain	1	52	53.0	63.4	1.5e-17	1	CL0006
PRKCG	101	152	101	153	PF00130.25	C1_1	Domain	1	52	53.0	58.2	6.1e-16	1	CL0006
PRKCG	173	277	171	277	PF00168.33	C2	Domain	3	103	103.0	97.3	6.200000000000001e-28	1	CL0154
PRKCG	353	599	351	613	PF00069.28	Pkinase	Domain	3	254	264.0	204.9	1.6e-60	1	CL0016
PRKCG	642	675	639	675	PF00433.27	Pkinase_C	Family	9	46	46.0	27.8	3.3e-06	1	No_clan
LEPR	126	233	126	233	PF18589.4	ObR_Ig	Domain	1	105	105.0	61.1	1.2e-16	1	CL0011
LEPR	330	420	329	420	PF06328.14	Lep_receptor_Ig	Domain	2	86	86.0	84.8	3.3e-24	1	CL0159
LEPR	431	532	431	533	PF18589.4	ObR_Ig	Domain	1	104	105.0	112.7	1.1e-32	1	CL0011
LRFN2	55	112	52	112	PF13855.9	LRR_8	Repeat	4	61	61.0	43.1	2.8e-11	1	CL0022
LRFN2	125	185	124	185	PF13855.9	LRR_8	Repeat	2	61	61.0	43.9	1.6e-11	1	CL0022
LRFN2	290	376	289	376	PF07679.19	I-set	Domain	2	90	90.0	50.8	1.4e-13	1	CL0011
LRFN2	420	494	420	500	PF00041.24	fn3	Domain	1	76	85.0	28.3	1.9e-06	1	CL0159
LPAR1	67	311	66	311	PF00001.24	7tm_1	Family	2	264	264.0	133.7	7.599999999999999e-39	1	CL0192
MAP7D1	588	725	588	727	PF05672.14	MAP7	Coiled-coil	1	156	157.0	109.7	1.4e-31	1	No_clan
NANOGNB	109	157	104	159	PF00046.32	Homeodomain	Domain	7	55	57.0	23.8	3.3e-05	1	CL0123
PRSS51	45	107	41	121	PF00089.29	Trypsin	Domain	7	64	221.0	51.4	1.3e-13	1	CL0124
ADAMTS20	41	186	41	186	PF01562.22	Pep_M12B_propep	Family	1	140	140.0	118.5	2.8e-34	1	No_clan
ADAMTS20	259	467	259	467	PF01421.22	Reprolysin	Domain	1	200	200.0	87.5	1.2e-24	1	CL0126
ADAMTS20	479	546	479	546	PF17771.4	ADAMTS_CR_2	Domain	1	70	70.0	65.9	3.7e-18	1	No_clan
ADAMTS20	560	610	560	610	PF00090.22	TSP_1	Domain	1	49	49.0	30.4	3.4e-07	1	CL0692
ADAMTS20	616	720	614	720	PF19236.2	ADAMTS_CR_3	Domain	4	115	115.0	32.2	9.2e-08	1	No_clan
ADAMTS20	722	840	722	840	PF05986.17	ADAMTS_spacer1	Domain	1	115	115.0	85.4	3.599999999999999e-24	1	No_clan
ADAMTS20	853	902	850	904	PF19030.3	TSP1_ADAMTS	Domain	3	52	55.0	30.0	5.1e-07	1	CL0692
ADAMTS20	914	962	908	965	PF19030.3	TSP1_ADAMTS	Domain	7	51	55.0	26.6	5.8e-06	1	CL0692
ADAMTS20	970	1022	970	1022	PF19030.3	TSP1_ADAMTS	Domain	1	55	55.0	33.8	3.3e-08	1	CL0692
ADAMTS20	1025	1077	1025	1077	PF19030.3	TSP1_ADAMTS	Domain	1	55	55.0	39.8	4.3e-10	1	CL0692
ADAMTS20	1080	1134	1080	1134	PF19030.3	TSP1_ADAMTS	Domain	1	55	55.0	54.8	9.1e-15	1	CL0692
ADAMTS20	1156	1205	1156	1208	PF19030.3	TSP1_ADAMTS	Domain	1	51	55.0	41.8	1.1e-10	1	CL0692
ADAMTS20	1211	1263	1211	1263	PF19030.3	TSP1_ADAMTS	Domain	1	55	55.0	44.2	1.9e-11	1	CL0692
ADAMTS20	1308	1359	1308	1359	PF19030.3	TSP1_ADAMTS	Domain	1	55	55.0	45.3	8.4e-12	1	CL0692
ADAMTS20	1362	1415	1362	1415	PF19030.3	TSP1_ADAMTS	Domain	1	55	55.0	55.6	5.2e-15	1	CL0692
ADAMTS20	1421	1474	1421	1474	PF19030.3	TSP1_ADAMTS	Domain	1	55	55.0	46.4	3.9e-12	1	CL0692
ADAMTS20	1477	1530	1477	1530	PF19030.3	TSP1_ADAMTS	Domain	1	55	55.0	38.7	9.9e-10	1	CL0692
ADAMTS20	1658	1709	1658	1709	PF19030.3	TSP1_ADAMTS	Domain	1	55	55.0	42.5	6.4e-11	1	CL0692
ADAMTS20	1713	1909	1712	1909	PF08685.14	GON	Domain	2	200	200.0	264.7	5.6e-79	1	No_clan
BAHCC1	2513	2630	2513	2633	PF01426.21	BAH	Domain	1	119	122.0	58.3	7.3e-16	1	No_clan
RNF40	948	986	948	986	PF00097.28	zf-C3HC4	Domain	1	41	41.0	24.6	1.9e-05	1	CL0229
CDH5	54	141	52	142	PF00028.20	Cadherin	Domain	3	92	93.0	46.2	5.2e-12	1	CL0159
CDH5	156	248	156	249	PF00028.20	Cadherin	Domain	1	92	93.0	77.4	9.200000000000001e-22	1	CL0159
CDH5	263	364	263	364	PF00028.20	Cadherin	Domain	1	93	93.0	77.8	7.200000000000001e-22	1	CL0159
CDH5	377	470	377	470	PF00028.20	Cadherin	Domain	1	93	93.0	57.7	1.3e-15	1	CL0159
CDH5	485	576	483	576	PF00028.20	Cadherin	Domain	3	93	93.0	45.9	6.3e-12	1	CL0159
CDH5	716	775	716	775	PF01049.20	CADH_Y-type_LIR	Family	1	60	60.0	93.7	5.7000000000000004e-27	1	No_clan
CA1	12	261	12	261	PF00194.24	Carb_anhydrase	Domain	1	254	254.0	298.7	4.1e-89	1	No_clan
CCDC96	366	540	365	541	PF13870.9	DUF4201	Coiled-coil	2	176	177.0	169.8	4.8e-50	1	No_clan
CSGALNACT1	67	507	57	507	PF05679.19	CHGN	Family	93	516	516.0	289.1	7.200000000000001e-86	1	CL0110
CA5BP1	28	64	24	109	PF00194.24	Carb_anhydrase	Domain	110	145	254.0	31.7	1.3e-07	1	No_clan
CA6	31	278	30	278	PF00194.24	Carb_anhydrase	Domain	2	254	254.0	298.0	6.9e-89	1	No_clan
CA7	14	262	13	262	PF00194.24	Carb_anhydrase	Domain	2	254	254.0	315.2	3.9e-94	1	No_clan
CYB561D1	54	191	54	191	PF03188.19	Cytochrom_B561	Family	1	137	137.0	134.8	2.3999999999999998e-39	1	CL0328
CD1D	1	198	1	198	PF16497.8	MHC_I_3	Domain	1	198	198.0	321.8	1.3999999999999999e-96	1	CL0343
CD1D	220	286	209	286	PF07654.18	C1-set	Domain	16	86	86.0	42.7	6.1e-11	1	CL0011
CYP2W1	32	483	32	486	PF00067.25	p450	Domain	1	460	463.0	363.9	1.3000000000000001e-108	1	No_clan
CASKIN1	32	110	7	112	PF12796.10	Ank_2	Repeat	19	81	83.0	44.5	1.9e-11	1	CL0465
CASKIN1	118	168	115	168	PF13637.9	Ank_4	Repeat	4	55	55.0	37.3	3.1e-09	1	CL0465
CASKIN1	172	250	169	251	PF12796.10	Ank_2	Repeat	12	82	83.0	53.2	3.5e-14	1	CL0465
CASKIN1	286	341	285	343	PF07653.20	SH3_2	Domain	2	53	57.0	24.2	2.3e-05	1	CL0010
CASKIN1	373	421	373	421	PF16600.8	Caskin1-CID	Family	1	59	59.0	70.7	1e-19	1	No_clan
CASKIN1	472	532	470	533	PF00536.33	SAM_1	Domain	3	63	64.0	58.6	6.9e-16	1	CL0003
CASKIN1	547	602	540	603	PF00536.33	SAM_1	Domain	9	63	64.0	51.4	1.2e-13	1	CL0003
CASKIN1	876	961	876	964	PF16907.8	Caskin-Pro-rich	Family	1	88	91.0	114.1	3.5e-33	1	No_clan
CASKIN1	1370	1431	1370	1431	PF16632.8	Caskin-tail	Disordered	1	62	62.0	100.3	6.3e-29	1	No_clan
CPNE3	13	112	8	116	PF00168.33	C2	Domain	8	98	103.0	53.1	3.5e-14	1	CL0154
CPNE3	145	240	138	249	PF00168.33	C2	Domain	8	95	103.0	51.2	1.3e-13	1	CL0154
CPNE3	310	524	310	527	PF07002.19	Copine	Family	1	215	218.0	307.8	3.8e-92	1	CL0128
C17orf67	17	90	17	90	PF15076.9	DUF4543	Family	1	74	74.0	151.3	6.2e-45	1	No_clan
CASKIN2	7	109	7	112	PF12796.10	Ank_2	Repeat	1	80	83.0	46.1	5.9e-12	1	CL0465
CASKIN2	118	168	117	168	PF13637.9	Ank_4	Repeat	4	55	55.0	28.3	2.1e-06	1	CL0465
CASKIN2	171	251	169	251	PF12796.10	Ank_2	Repeat	11	83	83.0	55.4	7.5e-15	1	CL0465
CASKIN2	286	344	285	345	PF07653.20	SH3_2	Domain	2	56	57.0	25.9	7.1e-06	1	CL0010
CASKIN2	398	428	393	457	PF16600.8	Caskin1-CID	Family	12	39	59.0	34.4	2.3e-08	1	No_clan
CASKIN2	490	549	487	550	PF00536.33	SAM_1	Domain	4	63	64.0	56.3	3.5e-15	1	CL0003
CASKIN2	560	619	556	620	PF00536.33	SAM_1	Domain	5	63	64.0	60.2	2.1e-16	1	CL0003
CASKIN2	794	881	794	886	PF16907.8	Caskin-Pro-rich	Family	1	85	91.0	97.5	5e-28	1	No_clan
CASKIN2	1145	1202	1145	1202	PF16632.8	Caskin-tail	Disordered	1	62	62.0	78.9	3.1e-22	1	No_clan
COQ2	92	333	89	348	PF01040.21	UbiA	Family	4	245	251.0	173.8	4.2e-51	1	CL0613
ELL3	20	118	14	125	PF10390.12	ELL	Family	16	118	277.0	40.9	1.9e-10	1	CL0123
ELL3	291	391	291	392	PF07303.16	Occludin_ELL	Domain	1	100	101.0	100.9	5.799999999999999e-29	1	No_clan
FLRT1	26	52	25	52	PF01462.21	LRRNT	Family	2	28	28.0	26.7	3.2e-06	1	No_clan
FLRT1	99	161	99	161	PF13855.9	LRR_8	Repeat	1	61	61.0	35.4	7.3e-09	1	CL0022
FLRT1	171	232	170	232	PF13855.9	LRR_8	Repeat	2	61	61.0	41.0	1.3e-10	1	CL0022
FLRT1	243	301	242	301	PF13855.9	LRR_8	Repeat	2	60	61.0	47.6	1.1e-12	1	CL0022
DAPK3	13	275	13	275	PF00069.28	Pkinase	Domain	1	264	264.0	252.2	5.799999999999999e-75	1	CL0016
FHL2	40	96	40	97	PF00412.25	LIM	Domain	1	57	58.0	39.5	5.4e-10	1	CL0167
FHL2	101	157	101	158	PF00412.25	LIM	Domain	1	57	58.0	47.3	1.9e-12	1	CL0167
FHL2	162	216	162	217	PF00412.25	LIM	Domain	1	57	58.0	44.8	1.2e-11	1	CL0167
FHL2	221	275	221	278	PF00412.25	LIM	Domain	1	53	58.0	38.1	1.5e-09	1	CL0167
DEFB116	40	68	39	68	PF13841.9	Defensin_beta_2	Domain	2	30	30.0	29.7	7.3e-07	1	CL0075
DAZL	42	108	42	109	PF00076.25	RRM_1	Domain	1	69	70.0	51.6	6.6e-14	1	CL0221
DAZL	171	190	170	190	PF18872.3	Daz	Repeat	2	21	21.0	46.6	2.6e-12	1	No_clan
DEFB112	53	83	53	83	PF13841.9	Defensin_beta_2	Domain	1	30	30.0	27.9	2.6e-06	1	CL0075
DEFB113	34	62	34	62	PF13841.9	Defensin_beta_2	Domain	1	30	30.0	28.0	2.4e-06	1	CL0075
DEFB108A	28	56	27	56	PF13841.9	Defensin_beta_2	Domain	2	30	30.0	29.8	6.7e-07	1	CL0075
DCLK2	91	152	90	152	PF03607.20	DCX	Family	2	60	60.0	79.6	1.4000000000000002e-22	1	CL0072
DCLK2	215	274	215	274	PF03607.20	DCX	Family	1	60	60.0	64.9	5.4e-18	1	CL0072
DCLK2	394	651	394	651	PF00069.28	Pkinase	Domain	1	264	264.0	242.3	5.9e-72	1	CL0016
DEFB136	25	75	25	75	PF17333.5	DEFB136	Domain	1	51	51.0	104.3	2.6000000000000002e-30	1	CL0075
DDX12P	251	434	250	434	PF06733.18	DEAD_2	Family	2	175	175.0	185.9	5.099999999999999e-55	1	CL0023
DDX12P	711	899	711	900	PF13307.9	Helicase_C_2	Domain	1	169	170.0	183.1	5.2e-54	1	CL0023
DCAF12L2	189	220	185	221	PF00400.35	WD40	Repeat	6	37	38.0	16.0	0.018	1	CL0186
DDB1	75	543	75	543	PF10433.12	MMS1_N	Domain	1	491	491.0	400.4	1.1e-119	1	No_clan
DDB1	791	1099	788	1099	PF03178.18	CPSF_A	Repeat	4	324	324.0	288.3	8.500000000000001e-86	1	CL0186
DNAAF10	103	145	101	145	PF00400.35	WD40	Repeat	3	38	38.0	21.3	0.00038	1	CL0186
DNAAF10	319	348	314	348	PF00400.35	WD40	Repeat	7	36	38.0	14.0	0.081	1	CL0186
FAM9C	77	158	76	162	PF04803.15	Cor1	Coiled-coil	2	81	132.0	49.1	6.9e-13	1	No_clan
DEFA4	1	51	1	51	PF00879.21	Defensin_propep	Family	1	51	51.0	90.2	8.2e-26	1	No_clan
DEFA4	65	93	65	93	PF00323.22	Defensin_1	Domain	1	29	29.0	34.3	2.7e-08	1	CL0075
EML3	217	285	217	286	PF03451.17	HELP	Family	1	71	72.0	92.6	1.1e-26	1	No_clan
EML3	298	343	295	343	PF00400.35	WD40	Repeat	4	38	38.0	22.8	0.00013	1	CL0186
EML3	593	625	589	625	PF00400.35	WD40	Repeat	7	38	38.0	18.8	0.0024	1	CL0186
EML3	724	754	716	754	PF00400.35	WD40	Repeat	9	38	38.0	18.5	0.003	1	CL0186
EML3	831	867	829	868	PF00400.35	WD40	Repeat	3	37	38.0	17.3	0.0071	1	CL0186
EFS	12	63	12	64	PF14604.9	SH3_9	Domain	1	48	49.0	49.1	4.4e-13	1	CL0010
EFS	372	556	371	556	PF12026.11	CAS_C	Domain	2	208	208.0	174.7	2.5e-51	1	CL0705
GFM1	45	318	44	319	PF00009.30	GTP_EFTU	Domain	2	194	195.0	216.2	3.2e-64	1	CL0023
GFM1	366	432	366	432	PF03144.28	GTP_EFTU_D2	Domain	1	74	74.0	59.4	3.6e-16	1	CL0575
GFM1	446	519	446	520	PF14492.9	EFG_III	Domain	1	74	75.0	95.7	1.4e-27	1	CL0437
GFM1	521	641	521	642	PF03764.21	EFG_IV	Domain	1	120	121.0	118.7	1.3e-34	1	CL0329
GFM1	645	729	644	731	PF00679.27	EFG_C	Domain	2	87	89.0	83.3	9.899999999999999e-24	1	CL0437
EGF	356	395	356	395	PF07645.18	EGF_CA	Domain	1	42	42.0	31.0	2.3e-07	1	CL0001
EGF	524	564	524	564	PF00058.20	Ldl_recept_b	Repeat	1	42	42.0	22.4	0.00014	1	CL0186
EGF	568	607	567	607	PF00058.20	Ldl_recept_b	Repeat	2	42	42.0	32.4	1e-07	1	CL0186
EGF	611	650	610	651	PF00058.20	Ldl_recept_b	Repeat	2	41	42.0	28.1	2.3e-06	1	CL0186
EGF	654	693	654	694	PF00058.20	Ldl_recept_b	Repeat	1	41	42.0	39.5	6.4e-10	1	CL0186
EGF	745	780	745	780	PF14670.9	FXa_inhibition	Domain	1	36	36.0	34.2	2.5e-08	1	CL0001
EGF	870	910	870	910	PF07645.18	EGF_CA	Domain	1	42	42.0	40.1	3.5e-10	1	CL0001
EGF	912	941	912	948	PF07645.18	EGF_CA	Domain	1	30	42.0	35.9	6.9e-09	1	CL0001
EGF	981	1011	976	1011	PF00008.30	EGF	Domain	5	32	32.0	23.0	7.9e-05	1	CL0001
EGR2	94	204	94	205	PF11928.11	DUF3446	Domain	1	105	105.0	97.9	3.7e-28	1	No_clan
EGR2	340	364	340	364	PF00096.29	zf-C2H2	Domain	1	23	23.0	27.3	3.5e-06	1	CL0361
EGR2	370	392	370	392	PF00096.29	zf-C2H2	Domain	1	23	23.0	19.9	0.00078	1	CL0361
EGR2	398	420	398	420	PF00096.29	zf-C2H2	Domain	1	23	23.0	19.1	0.0013	1	CL0361
ELK4	7	85	6	85	PF00178.25	Ets	Domain	2	81	81.0	117.5	2.6e-34	1	CL0123
ELFN1	85	144	84	144	PF13855.9	LRR_8	Repeat	2	61	61.0	51.6	6.2e-14	1	CL0022
EPO	31	190	31	191	PF00758.21	EPO_TPO	Domain	1	157	158.0	237.3	9.1e-71	1	CL0053
CES3	33	547	32	547	PF00135.31	COesterase	Domain	2	515	515.0	521.3	3.3e-156	1	CL0028
EZR	9	68	9	71	PF09379.13	FERM_N	Domain	1	61	64.0	64.4	7e-18	1	CL0072
EZR	92	206	88	206	PF00373.21	FERM_M	Domain	5	116	116.0	86.0	2.4e-24	1	CL0632
EZR	210	298	210	299	PF09380.13	FERM_C	Domain	1	93	94.0	94.7	3.8e-27	1	CL0266
EZR	337	456	337	456	PF20492.1	ERM_helical	Coiled-coil	1	120	120.0	106.2	1.2000000000000001e-30	1	No_clan
EZR	511	586	510	586	PF00769.22	ERM_C	Domain	2	77	77.0	111.8	1.6e-32	1	CL0719
FAM183BP	18	121	18	121	PF14886.9	FAM183	Family	1	108	108.0	111.8	2.7000000000000004e-32	1	No_clan
FAM199X	66	388	66	388	PF15814.8	FAM199X	Family	1	322	322.0	670.0	5.1e-202	1	No_clan
FABP6	1	128	1	128	PF14651.9	Lipocalin_7	Domain	1	128	128.0	269.9	2.7e-81	1	CL0116
EXOC4	45	143	27	144	PF04048.17	Sec8_exocyst	Domain	43	141	142.0	66.0	3.5e-18	1	CL0295
EXOSC5	28	147	27	147	PF01138.24	RNase_PH	Domain	2	132	132.0	80.0	2.4e-22	1	CL0329
EXOSC5	151	214	150	216	PF03725.18	RNase_PH_C	Domain	2	65	67.0	33.1	4.6e-08	1	No_clan
ETV2	242	320	242	321	PF00178.25	Ets	Domain	1	80	81.0	107.7	3.0000000000000003e-31	1	CL0123
FMR1	4	52	4	52	PF18336.4	Tudor_FRX1	Domain	1	49	49.0	104.0	3.2e-30	1	CL0049
FMR1	63	117	62	117	PF05641.15	Agenet	Domain	2	61	61.0	26.3	8.6e-06	1	CL0049
FMR1	123	207	123	207	PF17904.4	KH_9	Domain	1	85	85.0	125.8	7.4e-37	1	CL0007
FMR1	221	277	220	280	PF00013.32	KH_1	Domain	2	62	66.0	22.6	7.4e-05	1	CL0007
FMR1	285	332	283	333	PF00013.32	KH_1	Domain	3	48	66.0	31.8	1e-07	1	CL0007
FMR1	420	542	420	542	PF12235.11	FXMRP1_C_core	Family	1	129	129.0	158.9	1.1e-46	1	No_clan
FMR1	549	632	549	632	PF16098.8	FXMR_C2	Family	1	86	86.0	133.9	2.2e-39	1	No_clan
FIGLA	66	117	66	118	PF00010.29	HLH	Domain	1	53	54.0	58.8	4.1e-16	1	No_clan
FADD	5	83	4	85	PF01335.24	DED	Domain	2	80	82.0	80.7	6.7e-23	1	CL0041
FADD	101	179	98	181	PF00531.25	Death	Domain	4	84	86.0	78.7	3e-22	1	CL0041
FGD4	210	391	210	391	PF00621.23	RhoGEF	Domain	1	183	183.0	157.0	6.3e-46	1	No_clan
FGD4	424	520	423	521	PF00169.32	PH	Domain	2	104	105.0	50.0	3.8e-13	1	CL0266
FGD4	555	618	554	620	PF01363.24	FYVE	Domain	2	67	69.0	65.6	3.5e-18	1	CL0390
FGD4	657	737	627	740	PF00169.32	PH	Domain	15	102	105.0	33.8	4e-08	1	CL0266
GNL1	363	416	362	461	PF01926.26	MMR_HSR1	Family	2	57	114.0	48.8	6.8e-13	1	CL0023
GOLGA8B	218	359	218	366	PF15070.9	GOLGA2L5	Coiled-coil	1	151	528.0	95.2	4.6e-27	1	No_clan
GOLGA8B	558	603	558	603	PF19046.3	GM130_C	Motif	1	46	46.0	84.1	4.0999999999999994e-24	1	No_clan
GPHB5	35	128	33	130	PF00007.25	Cys_knot	Domain	3	96	105.0	66.8	1.8e-18	1	CL0079
LHX9	71	128	71	128	PF00412.25	LIM	Domain	1	58	58.0	55.9	4.1e-15	1	CL0167
LHX9	133	188	133	190	PF00412.25	LIM	Domain	1	55	58.0	61.2	8.9e-17	1	CL0167
LHX9	268	324	268	324	PF00046.32	Homeodomain	Domain	1	57	57.0	67.0	1.1e-18	1	CL0123
HMGA2	26	36	26	38	PF02178.22	AT_hook	Motif	1	11	13.0	16.7	0.005	1	No_clan
HMGA2	46	58	46	58	PF02178.22	AT_hook	Motif	1	13	13.0	8.7	2.0	1	No_clan
HMGA2	74	85	74	86	PF02178.22	AT_hook	Motif	1	12	13.0	15.5	0.012	1	No_clan
IKZF3	146	168	146	168	PF00096.29	zf-C2H2	Domain	1	23	23.0	25.7	1.1e-05	1	CL0361
IKZF3	202	221	202	223	PF00096.29	zf-C2H2	Domain	1	20	23.0	19.2	0.0013	1	CL0361
HYPK	80	120	80	120	PF19026.3	HYPK_UBA	Domain	1	41	41.0	70.9	4.4e-20	1	CL0214
ILRUN	26	65	25	68	PF14555.9	UBA_4	Domain	2	39	43.0	40.0	2.7e-10	1	CL0214
ILRUN	82	179	82	179	PF16158.8	N_BRCA1_IG	Domain	1	107	107.0	107.7	4.3e-31	1	CL0159
IFIT1	54	127	51	127	PF13424.9	TPR_12	Repeat	5	77	77.0	35.7	8.4e-09	1	CL0020
IFIT1	155	174	154	174	PF13181.9	TPR_8	Repeat	15	34	34.0	16.8	0.006	1	CL0020
IFIT1	438	469	437	470	PF13181.9	TPR_8	Repeat	2	33	34.0	21.5	0.00018	1	CL0020
IFNA14	26	185	26	185	PF00143.22	Interferon	Domain	1	160	160.0	224.1	1.1e-66	1	CL0053
KPNA2	13	98	13	98	PF01749.23	IBB	Repeat	1	89	89.0	98.7	2.2000000000000004e-28	1	CL0020
KPNA2	109	149	108	149	PF00514.26	Arm	Repeat	2	41	41.0	33.1	4.2e-08	1	CL0020
KPNA2	151	190	151	191	PF00514.26	Arm	Repeat	1	40	41.0	40.0	2.8e-10	1	CL0020
KPNA2	194	238	193	238	PF00514.26	Arm	Repeat	2	41	41.0	40.7	1.7e-10	1	CL0020
KPNA2	249	279	241	280	PF00514.26	Arm	Repeat	9	40	41.0	30.5	2.7e-07	1	CL0020
KPNA2	283	321	282	322	PF00514.26	Arm	Repeat	2	40	41.0	26.1	6.8e-06	1	CL0020
KPNA2	324	364	324	364	PF00514.26	Arm	Repeat	1	41	41.0	42.8	3.7e-11	1	CL0020
KPNA2	367	405	366	406	PF00514.26	Arm	Repeat	2	40	41.0	35.5	7.2e-09	1	CL0020
KPNA2	410	447	409	449	PF00514.26	Arm	Repeat	2	39	41.0	32.1	8.7e-08	1	CL0020
KPNA2	458	509	458	509	PF16186.8	Arm_3	Repeat	1	53	53.0	79.4	1.1e-22	1	CL0020
IQGAP1	48	158	44	161	PF00307.34	CH	Domain	5	106	109.0	67.2	1.4e-18	1	CL0188
IQGAP1	749	766	747	766	PF00612.30	IQ	Motif	4	21	21.0	19.7	0.00051	1	CL0220
IQGAP1	778	796	776	796	PF00612.30	IQ	Motif	3	21	21.0	22.1	8.6e-05	1	CL0220
IQGAP1	809	826	806	826	PF00612.30	IQ	Motif	4	21	21.0	19.0	0.00089	1	CL0220
IQGAP1	839	856	837	856	PF00612.30	IQ	Motif	4	21	21.0	14.5	0.025	1	CL0220
IQGAP1	1025	1237	1025	1237	PF00616.22	RasGAP	Family	1	208	208.0	203.1	4.6e-60	1	CL0409
IQGAP1	1452	1580	1452	1581	PF03836.18	RasGAP_C	Family	1	135	136.0	133.9	4.3e-39	1	No_clan
GCAT	67	408	66	408	PF00155.24	Aminotran_1_2	Domain	3	363	363.0	225.9	9.300000000000001e-67	1	CL0061
KCTD1	32	123	32	124	PF02214.25	BTB_2	Domain	1	92	94.0	62.6	3.5e-17	1	CL0033
KRBA2	48	73	43	76	PF01352.30	KRAB	Family	14	39	42.0	21.2	0.00017	1	No_clan
LCE1C	1	60	1	60	PF14672.9	LCE	Family	1	58	99.0	63.4	2.9e-17	1	No_clan
LCE1C	56	118	55	118	PF14672.9	LCE	Family	38	99	99.0	48.2	1.6e-12	1	No_clan
KRTAP4-7	34	77	34	78	PF13885.9	Keratin_B2_2	Family	1	44	45.0	43.2	3.1e-11	1	CL0520
KRTAP4-7	99	143	89	143	PF13885.9	Keratin_B2_2	Family	1	45	45.0	25.2	1.2e-05	1	CL0520
LARP7	38	95	38	96	PF05383.20	La	Domain	1	58	59.0	76.0	1.8e-21	1	CL0123
LARP7	127	188	127	190	PF00076.25	RRM_1	Domain	1	61	70.0	59.6	2.2e-16	1	CL0221
LARP7	454	552	454	552	PF08777.14	RRM_3	Domain	1	102	102.0	104.1	3.7e-30	1	CL0221
RSKR	113	359	106	359	PF00069.28	Pkinase	Domain	7	264	264.0	193.6	4.4e-57	1	CL0016
RPS6KA3	68	327	68	327	PF00069.28	Pkinase	Domain	1	264	264.0	238.1	1.1999999999999999e-70	1	CL0016
RPS6KA3	351	387	351	387	PF00433.27	Pkinase_C	Family	4	46	46.0	28.1	2.7e-06	1	No_clan
RPS6KA3	422	679	422	679	PF00069.28	Pkinase	Domain	1	264	264.0	248.1	1e-73	1	CL0016
LARGE1	152	386	140	387	PF01501.23	Glyco_transf_8	Family	13	250	256.0	69.4	3.6e-19	1	CL0110
LARGE1	473	537	473	540	PF13896.9	Glyco_transf_49	Domain	1	69	332.0	43.1	3.8e-11	1	CL0110
LARGE1	538	742	534	743	PF13896.9	Glyco_transf_49	Domain	113	331	332.0	153.6	8.9e-45	1	CL0110
LDHA	22	160	21	160	PF00056.26	Ldh_1_N	Domain	2	141	141.0	171.8	9.1e-51	1	CL0063
LDHA	164	324	163	331	PF02866.21	Ldh_1_C	Domain	2	157	167.0	82.3	4.4e-23	1	CL0341
KRTAP19-5	1	66	1	66	PF11759.11	KRTAP	Family	1	65	65.0	66.3	2.9e-18	1	No_clan
