pfamID	Uniprot_ID	seq id	alignment start	alignment end	Pfam_description.
P49753	ACOT2_HUMAN	ACOT2	265	474	BAAT / Acyl-CoA thioester hydrolase C terminal
Q14032	BAAT_HUMAN	BAAT	206	412	BAAT / Acyl-CoA thioester hydrolase C terminal
Q3I5F7	ACOT6_HUMAN	ACOT6	1	198	BAAT / Acyl-CoA thioester hydrolase C terminal
Q86TX2	ACOT1_HUMAN	ACOT1	203	412	BAAT / Acyl-CoA thioester hydrolase C terminal
Q8N9L9	ACOT4_HUMAN	ACOT4	203	412	BAAT / Acyl-CoA thioester hydrolase C terminal
P49753	ACOT2_HUMAN	ACOT2	78	203	Acyl-CoA thioester hydrolase/BAAT N-terminal region
Q14032	BAAT_HUMAN	BAAT	14	144	Acyl-CoA thioester hydrolase/BAAT N-terminal region
Q86TX2	ACOT1_HUMAN	ACOT1	16	141	Acyl-CoA thioester hydrolase/BAAT N-terminal region
Q8N9L9	ACOT4_HUMAN	ACOT4	16	141	Acyl-CoA thioester hydrolase/BAAT N-terminal region
P49754	VPS41_HUMAN	VPS41	571	711	Region in Clathrin and VPS
P53675	CLH2_HUMAN	CLTCL1	537	679	Region in Clathrin and VPS
P53675	CLH2_HUMAN	CLTCL1	979	1123	Region in Clathrin and VPS
P53675	CLH2_HUMAN	CLTCL1	1423	1565	Region in Clathrin and VPS
P53675	CLH2_HUMAN	CLTCL1	1128	1267	Region in Clathrin and VPS
P53675	CLH2_HUMAN	CLTCL1	1274	1419	Region in Clathrin and VPS
P53675	CLH2_HUMAN	CLTCL1	834	971	Region in Clathrin and VPS
P53675	CLH2_HUMAN	CLTCL1	686	827	Region in Clathrin and VPS
Q00610	CLH1_HUMAN	CLTC	1128	1268	Region in Clathrin and VPS
Q00610	CLH1_HUMAN	CLTC	686	827	Region in Clathrin and VPS
Q00610	CLH1_HUMAN	CLTC	537	679	Region in Clathrin and VPS
Q00610	CLH1_HUMAN	CLTC	834	971	Region in Clathrin and VPS
Q00610	CLH1_HUMAN	CLTC	1423	1565	Region in Clathrin and VPS
Q00610	CLH1_HUMAN	CLTC	1274	1419	Region in Clathrin and VPS
Q00610	CLH1_HUMAN	CLTC	979	1123	Region in Clathrin and VPS
Q8WUH2	TGFA1_HUMAN	TGFBRAP1	569	729	Region in Clathrin and VPS
Q9H270	VPS11_HUMAN	VPS11	412	548	Region in Clathrin and VPS
Q9P253	VPS18_HUMAN	VPS18	620	771	Region in Clathrin and VPS
P49755	TMEDA_HUMAN	TMED10	31	213	emp24/gp25L/p24 family/GOLD
Q13445	TMED1_HUMAN	TMED1	33	220	emp24/gp25L/p24 family/GOLD
Q15363	TMED2_HUMAN	TMED2	20	196	emp24/gp25L/p24 family/GOLD
Q7Z7H5	TMED4_HUMAN	TMED4	29	222	emp24/gp25L/p24 family/GOLD
Q8WW62	TMED6_HUMAN	TMED6	43	228	emp24/gp25L/p24 family/GOLD
Q9BVK6	TMED9_HUMAN	TMED9	37	230	emp24/gp25L/p24 family/GOLD
Q9Y3A6	TMED5_HUMAN	TMED5	35	222	emp24/gp25L/p24 family/GOLD
Q9Y3B3	TMED7_HUMAN	TMED7	36	213	emp24/gp25L/p24 family/GOLD
Q9Y3Q3	TMED3_HUMAN	TMED3	28	206	emp24/gp25L/p24 family/GOLD
P49757	NUMB_HUMAN	NUMB	258	338	NUMB domain
Q9Y6R0	NUMBL_HUMAN	NUMBL	287	371	NUMB domain
P49768	PSN1_HUMAN	PSEN1	76	457	Presenilin
P49810	PSN2_HUMAN	PSEN2	82	330	Presenilin
P49810	PSN2_HUMAN	PSEN2	322	438	Presenilin
P49770	EI2BB_HUMAN	EIF2B2	27	333	Initiation factor 2 subunit family
Q14232	EI2BA_HUMAN	EIF2B1	15	293	Initiation factor 2 subunit family
Q9BV20	MTNA_HUMAN	MRI1	44	346	Initiation factor 2 subunit family
Q9UI10	EI2BD_HUMAN	EIF2B4	218	509	Initiation factor 2 subunit family
P49771	FLT3L_HUMAN	FLT3LG	29	159	flt3 ligand 
P49773	HINT1_HUMAN	HINT1	24	121	HIT domain
P49789	FHIT_HUMAN	FHIT	9	105	HIT domain
Q9BX68	HINT2_HUMAN	HINT2	61	158	HIT domain
P49788	TIG1_HUMAN	RARRES1	52	274	Latexin
Q9BS40	LXN_HUMAN	LXN	3	219	Latexin
P49790	NU153_HUMAN	NUP153	1385	1475	Retro-transposon transporting motif  
P49790	NU153_HUMAN	NUP153	113	621	Nucleoporin Nup153-like
P49792	RBP2_HUMAN	RANBP2	2709	2769	Nup358/RanBP2 E3 ligase domain
P49792	RBP2_HUMAN	RANBP2	2631	2693	Nup358/RanBP2 E3 ligase domain
P49815	TSC2_HUMAN	TSC2	54	470	Domain of unknown function (DUF3384)
P49815	TSC2_HUMAN	TSC2	555	903	Tuberin
P49821	NDUV1_HUMAN	NDUFV1	365	449	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region
P49821	NDUV1_HUMAN	NDUFV1	80	252	Respiratory-chain NADH dehydrogenase 51 Kd subunit
P49821	NDUV1_HUMAN	NDUFV1	275	326	SLBB domain
P49842	STK19_HUMAN	STK19	160	365	Serine-threonine protein kinase 19
P49848	TAF6_HUMAN	TAF6	11	76	TATA box binding protein associated factor (TAF)
Q9Y6J9	TAF6L_HUMAN	TAF6L	9	73	TATA box binding protein associated factor (TAF)
P49848	TAF6_HUMAN	TAF6	308	397	TAF6 C-terminal HEAT repeat domain
Q9Y6J9	TAF6L_HUMAN	TAF6L	219	331	TAF6 C-terminal HEAT repeat domain
P49895	IOD1_HUMAN	DIO1	8	248	Iodothyronine deiodinase
P55073	IOD3_HUMAN	DIO3	38	293	Iodothyronine deiodinase
Q92813	IOD2_HUMAN	DIO2	4	262	Iodothyronine deiodinase
P49902	5NTC_HUMAN	NT5C2	35	489	5' nucleotidase family
Q5TFE4	NT5D1_HUMAN	NT5DC1	1	374	5' nucleotidase family
Q86UY8	NT5D3_HUMAN	NT5DC3	85	528	5' nucleotidase family
Q86YG4	NT5D4_HUMAN	NT5DC4	5	411	5' nucleotidase family
Q9H857	NT5D2_HUMAN	NT5DC2	56	497	5' nucleotidase family
P49908	SEPP1_HUMAN	SELENOP	251	381	Selenoprotein P, C terminal region
P49908	SEPP1_HUMAN	SELENOP	23	248	Selenoprotein P, N terminal region
P49913	CAMP_HUMAN	CAMP	136	163	LPS binding domain of CAP18 (C terminal)
P49913	CAMP_HUMAN	CAMP	31	131	Cathelicidin
Q5W186	CST9_HUMAN	CST9	43	135	Cathelicidin
P49914	MTHFS_HUMAN	MTHFS	10	198	5-formyltetrahydrofolate cyclo-ligase family
Q2M296	MTHSD_HUMAN	MTHFSD	10	207	5-formyltetrahydrofolate cyclo-ligase family
P49915	GUAA_HUMAN	GMPS	597	692	GMP synthase C terminal domain
P49915	GUAA_HUMAN	GMPS	219	339	NAD synthase
Q6IA69	NADE_HUMAN	NADSYN1	337	651	NAD synthase
P49916	DNLI3_HUMAN	LIG3	933	1003	DNA ligase 3 BRCT domain
P49917	DNLI4_HUMAN	LIG4	750	783	DNA ligase IV
P49959	MRE11_HUMAN	MRE11	294	461	Mre11 DNA-binding presumed domain 
P50053	KHK_HUMAN	KHK	3	294	pfkB family carbohydrate kinase
P55263	ADK_HUMAN	ADK	42	360	pfkB family carbohydrate kinase
Q9H477	RBSK_HUMAN	RBKS	15	314	pfkB family carbohydrate kinase
P50281	MMP14_HUMAN	MMP14	512	582	Domain of unknown function (DUF3377)
P51511	MMP15_HUMAN	MMP15	601	669	Domain of unknown function (DUF3377)
P51512	MMP16_HUMAN	MMP16	537	607	Domain of unknown function (DUF3377)
Q9Y5R2	MMP24_HUMAN	MMP24	575	645	Domain of unknown function (DUF3377)
P50416	CPT1A_HUMAN	CPT1A	1	47	Carnitine O-palmitoyltransferase N-terminus
Q8TCG5	CPT1C_HUMAN	CPT1C	1	47	Carnitine O-palmitoyltransferase N-terminus
Q92523	CPT1B_HUMAN	CPT1B	1	47	Carnitine O-palmitoyltransferase N-terminus
P50502	F10A1_HUMAN	ST13	2	43	Hsp70-interacting protein N N-terminal domain
Q8IZP2	ST134_HUMAN	ST13P4	2	42	Hsp70-interacting protein N N-terminal domain
Q8NFI4	F10A5_HUMAN	ST13P5	2	43	Hsp70-interacting protein N N-terminal domain
P50552	VASP_HUMAN	VASP	341	376	VASP tetramerisation domain
Q8N8S7	ENAH_HUMAN	ENAH	552	587	VASP tetramerisation domain
Q9UI08	EVL_HUMAN	EVL	377	412	VASP tetramerisation domain
P50616	TOB1_HUMAN	TOB1	1	113	BTG family
P62324	BTG1_HUMAN	BTG1	11	125	BTG family
P78543	BTG2_HUMAN	BTG2	9	123	BTG family
Q14106	TOB2_HUMAN	TOB2	1	113	BTG family
Q14201	BTG3_HUMAN	BTG3	1	116	BTG family
Q9NY30	BTG4_HUMAN	BTG4	1	116	BTG family
P50747	BPL1_HUMAN	HLCS	669	718	Biotin protein ligase C terminal domain
P50747	BPL1_HUMAN	HLCS	471	603	Biotin/lipoate A/B protein ligase family
P50748	KNTC1_HUMAN	KNTC1	1580	2129	Rough deal protein C-terminal region
P50748	KNTC1_HUMAN	KNTC1	486	928	Rough deal protein C-terminal region
P50749	RASF2_HUMAN	RASSF2	277	316	Novel Ras effector 1 C-terminal SARAH (Sav/Rassf/Hpo) domain
Q6ZTQ3	RASF6_HUMAN	RASSF6	318	357	Novel Ras effector 1 C-terminal SARAH (Sav/Rassf/Hpo) domain
Q86WH2	RASF3_HUMAN	RASSF3	192	231	Novel Ras effector 1 C-terminal SARAH (Sav/Rassf/Hpo) domain
Q8WWW0	RASF5_HUMAN	RASSF5	371	410	Novel Ras effector 1 C-terminal SARAH (Sav/Rassf/Hpo) domain
Q9H2L5	RASF4_HUMAN	RASSF4	275	314	Novel Ras effector 1 C-terminal SARAH (Sav/Rassf/Hpo) domain
Q9NS23	RASF1_HUMAN	RASSF1	299	338	Novel Ras effector 1 C-terminal SARAH (Sav/Rassf/Hpo) domain
P50851	LRBA_HUMAN	LRBA	1880	2058	Neurobeachin-like, DUF1088
Q8NFP9	NBEA_HUMAN	NBEA	1966	2132	Neurobeachin-like, DUF1088
P50851	LRBA_HUMAN	LRBA	2533	2857	Neurobeachin beta propeller domain
Q6ZNJ1	NBEL2_HUMAN	NBEAL2	2403	2724	Neurobeachin beta propeller domain
Q6ZS30	NBEL1_HUMAN	NBEAL1	2343	2664	Neurobeachin beta propeller domain
Q8NFP9	NBEA_HUMAN	NBEA	2607	2940	Neurobeachin beta propeller domain
P50851	LRBA_HUMAN	LRBA	2213	2489	Beige/BEACH domain
Q562E7	WDR81_HUMAN	WDR81	350	591	Beige/BEACH domain
Q6ZNJ1	NBEL2_HUMAN	NBEAL2	2066	2345	Beige/BEACH domain
Q6ZS30	NBEL1_HUMAN	NBEAL1	2005	2284	Beige/BEACH domain
Q6ZS81	WDFY4_HUMAN	WDFY4	2540	2821	Beige/BEACH domain
Q8IZQ1	WDFY3_HUMAN	WDFY3	2696	2976	Beige/BEACH domain
Q8NFP9	NBEA_HUMAN	NBEA	2287	2563	Beige/BEACH domain
Q92636	FAN_HUMAN	NSMAF	303	575	Beige/BEACH domain
Q99698	LYST_HUMAN	LYST	3133	3422	Beige/BEACH domain
P50851	LRBA_HUMAN	LRBA	53	197	Neurobeachin alpha solenoid region
Q6ZNJ1	NBEL2_HUMAN	NBEAL2	369	539	Neurobeachin alpha solenoid region
Q8NFP9	NBEA_HUMAN	NBEA	75	223	Neurobeachin alpha solenoid region
P50851	LRBA_HUMAN	LRBA	2084	2181	PH domain associated with Beige/BEACH
Q6ZNJ1	NBEL2_HUMAN	NBEAL2	1926	2011	PH domain associated with Beige/BEACH
Q6ZS30	NBEL1_HUMAN	NBEAL1	1894	1980	PH domain associated with Beige/BEACH
Q6ZS81	WDFY4_HUMAN	WDFY4	2428	2510	PH domain associated with Beige/BEACH
Q8IZQ1	WDFY3_HUMAN	WDFY3	2587	2656	PH domain associated with Beige/BEACH
Q8NFP9	NBEA_HUMAN	NBEA	2158	2255	PH domain associated with Beige/BEACH
Q99698	LYST_HUMAN	LYST	3020	3115	PH domain associated with Beige/BEACH
P50897	PPT1_HUMAN	PPT1	34	289	Palmitoyl protein thioesterase
Q9UMR5	PPT2_HUMAN	PPT2	38	283	Palmitoyl protein thioesterase
P50914	RL14_HUMAN	RPL14	46	120	Ribosomal protein L14
P51003	PAPOA_HUMAN	PAPOLA	21	364	Poly(A) polymerase central domain
Q9BWT3	PAPOG_HUMAN	PAPOLG	20	363	Poly(A) polymerase central domain
Q9NRJ5	PAPOB_HUMAN	PAPOLB	21	364	Poly(A) polymerase central domain
P51003	PAPOA_HUMAN	PAPOLA	366	435	Poly(A) polymerase predicted RNA binding domain
Q9BWT3	PAPOG_HUMAN	PAPOLG	421	506	Poly(A) polymerase predicted RNA binding domain
Q9BWT3	PAPOG_HUMAN	PAPOLG	365	432	Poly(A) polymerase predicted RNA binding domain
Q9NRJ5	PAPOB_HUMAN	PAPOLB	366	434	Poly(A) polymerase predicted RNA binding domain
P51114	FXR1_HUMAN	FXR1	554	620	Fragile X-related 1 protein C-terminal region 3 
P51114	FXR1_HUMAN	FXR1	379	448	Fragile X-related 1 protein core C terminal
P51114	FXR1_HUMAN	FXR1	354	382	Fragile X-related 1 protein core C terminal
P51116	FXR2_HUMAN	FXR2	364	491	Fragile X-related 1 protein core C terminal
Q06787	FMR1_HUMAN	FMR1	420	542	Fragile X-related 1 protein core C terminal
P51114	FXR1_HUMAN	FXR1	62	117	Agenet domain
P51116	FXR2_HUMAN	FXR2	72	127	Agenet domain
Q06787	FMR1_HUMAN	FMR1	62	117	Agenet domain
P51114	FXR1_HUMAN	FXR1	4	52	Fragile X mental retardation Tudor domain
P51116	FXR2_HUMAN	FXR2	14	62	Fragile X mental retardation Tudor domain
Q06787	FMR1_HUMAN	FMR1	4	52	Fragile X mental retardation Tudor domain
P51114	FXR1_HUMAN	FXR1	460	535	Fragile X-related 1 protein C-terminal region 2 
P51116	FXR2_HUMAN	FXR2	502	577	Fragile X-related 1 protein C-terminal region 2 
P51114	FXR1_HUMAN	FXR1	123	207	FMRP KH0 domain
P51116	FXR2_HUMAN	FXR2	133	217	FMRP KH0 domain
Q06787	FMR1_HUMAN	FMR1	123	207	FMRP KH0 domain
P51398	RT29_HUMAN	DAP3	99	394	Mitochondrial ribosomal death-associated protein 3
P51530	DNA2_HUMAN	DNA2	71	282	DNA replication factor Dna2
P51531	SMCA2_HUMAN	SMARCA2	173	207	QLQ
P51532	SMCA4_HUMAN	SMARCA4	171	205	QLQ
P51531	SMCA2_HUMAN	SMARCA2	1244	1326	Snf2-ATP coupling, chromatin remodelling complex
P51532	SMCA4_HUMAN	SMARCA4	1322	1389	Snf2-ATP coupling, chromatin remodelling complex
P51531	SMCA2_HUMAN	SMARCA2	589	632	BRK domain
P51532	SMCA4_HUMAN	SMARCA4	611	654	BRK domain
Q3L8U1	CHD9_HUMAN	CHD9	2481	2523	BRK domain
Q3L8U1	CHD9_HUMAN	CHD9	2555	2598	BRK domain
Q9HCK8	CHD8_HUMAN	CHD8	2309	2352	BRK domain
Q9P2D1	CHD7_HUMAN	CHD7	2641	2684	BRK domain
Q9P2D1	CHD7_HUMAN	CHD7	2563	2606	BRK domain
P51531	SMCA2_HUMAN	SMARCA2	437	507	HSA domain
P51532	SMCA4_HUMAN	SMARCA4	461	531	HSA domain
Q6ZRS2	SRCAP_HUMAN	SRCAP	127	196	HSA domain
Q96L91	EP400_HUMAN	EP400	802	871	HSA domain
P51570	GALK1_HUMAN	GALK1	18	67	Galactokinase galactose-binding signature
Q01415	GALK2_HUMAN	GALK2	24	73	Galactokinase galactose-binding signature
P51570	GALK1_HUMAN	GALK1	291	373	GHMP kinases C terminal 
Q01415	GALK2_HUMAN	GALK2	345	430	GHMP kinases C terminal 
Q03426	KIME_HUMAN	MVK	289	367	GHMP kinases C terminal 
Q8N0W3	FCSK_HUMAN	FCSK	970	1051	GHMP kinases C terminal 
P51570	GALK1_HUMAN	GALK1	126	194	GHMP kinases N terminal domain
P53602	MVD1_HUMAN	MVD	111	166	GHMP kinases N terminal domain
Q01415	GALK2_HUMAN	GALK2	131	198	GHMP kinases N terminal domain
Q03426	KIME_HUMAN	MVK	130	212	GHMP kinases N terminal domain
Q8N0W3	FCSK_HUMAN	FCSK	827	892	GHMP kinases N terminal domain
P51571	SSRD_HUMAN	SSR4	11	172	Translocon-associated protein, delta subunit precursor (TRAP-delta)
P51572	BAP31_HUMAN	BCAP31	1	136	Bap31/Bap29 transmembrane region
Q9UHQ4	BAP29_HUMAN	BCAP29	1	137	Bap31/Bap29 transmembrane region
P51572	BAP31_HUMAN	BCAP31	179	246	Bap31/Bap29 cytoplasmic coiled-coil domain
Q9UHQ4	BAP29_HUMAN	BCAP29	182	241	Bap31/Bap29 cytoplasmic coiled-coil domain
P51580	TPMT_HUMAN	TPMT	24	245	Thiopurine S-methyltransferase (TPMT)
P51587	BRCA2_HUMAN	BRCA2	3052	3186	BRCA2, oligonucleotide/oligosaccharide-binding, domain 3
P51587	BRCA2_HUMAN	BRCA2	2481	2667	BRCA2, helical
P51587	BRCA2_HUMAN	BRCA2	2831	2872	Tower
P51587	BRCA2_HUMAN	BRCA2	1215	1243	BRCA2 repeat
P51587	BRCA2_HUMAN	BRCA2	1974	2002	BRCA2 repeat
P51587	BRCA2_HUMAN	BRCA2	1520	1548	BRCA2 repeat
P51587	BRCA2_HUMAN	BRCA2	1424	1452	BRCA2 repeat
P51587	BRCA2_HUMAN	BRCA2	1005	1033	BRCA2 repeat
P51587	BRCA2_HUMAN	BRCA2	1667	1695	BRCA2 repeat
P51587	BRCA2_HUMAN	BRCA2	2054	2082	BRCA2 repeat
P51587	BRCA2_HUMAN	BRCA2	2670	2796	BRCA2, oligonucleotide/oligosaccharide-binding, domain 1
P51606	RENBP_HUMAN	RENBP	47	396	N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase)
P51610	HCFC1_HUMAN	HCFC1	264	330	Galactose oxidase, central domain
Q53GT1	KLH22_HUMAN	KLHL22	445	491	Galactose oxidase, central domain
Q6P3S6	FBX42_HUMAN	FBXO42	130	182	Galactose oxidase, central domain
Q7Z6M1	RABEK_HUMAN	RABEPK	99	147	Galactose oxidase, central domain
Q7Z6M1	RABEK_HUMAN	RABEPK	149	201	Galactose oxidase, central domain
Q7Z7M0	MEGF8_HUMAN	MEGF8	1630	1680	Galactose oxidase, central domain
Q8N653	LZTR1_HUMAN	LZTR1	127	183	Galactose oxidase, central domain
Q8NEP7	KLDC9_HUMAN	KLHDC9	37	86	Galactose oxidase, central domain
Q9UL63	MKLN1_HUMAN	MKLN1	282	334	Galactose oxidase, central domain
Q9Y5Z7	HCFC2_HUMAN	HCFC2	206	253	Galactose oxidase, central domain
Q9Y5Z7	HCFC2_HUMAN	HCFC2	254	323	Galactose oxidase, central domain
P51636	CAV2_HUMAN	CAV2	16	160	Caveolin
P56539	CAV3_HUMAN	CAV3	15	148	Caveolin
Q03135	CAV1_HUMAN	CAV1	42	175	Caveolin
P51659	DHB4_HUMAN	HSD17B4	480	601	MaoC like domain
P86397	HTD2_HUMAN	HTD2	32	152	MaoC like domain
P51674	GPM6A_HUMAN	GPM6A	15	247	Myelin proteolipid protein (PLP or lipophilin)
P60201	MYPR_HUMAN	PLP1	4	273	Myelin proteolipid protein (PLP or lipophilin)
Q13491	GPM6B_HUMAN	GPM6B	23	258	Myelin proteolipid protein (PLP or lipophilin)
P51687	SUOX_HUMAN	SUOX	219	395	Oxidoreductase molybdopterin binding domain
P51687	SUOX_HUMAN	SUOX	417	544	Mo-co oxidoreductase dimerisation domain
P51688	SPHM_HUMAN	SGSH	400	477	Domain of unknown function (DUF4976)
P51784	UBP11_HUMAN	USP11	198	285	Ubiquitin-like domain
Q13107	UBP4_HUMAN	USP4	139	226	Ubiquitin-like domain
Q5YKI7	GGNB1_HUMAN	GGNBP1	7	108	Ubiquitin-like domain
Q9Y4E8	UBP15_HUMAN	USP15	135	222	Ubiquitin-like domain
P51784	UBP11_HUMAN	USP11	481	615	Ubiquitin-specific protease C-terminal
Q93009	UBP7_HUMAN	USP7	875	1086	Ubiquitin-specific protease C-terminal
Q9Y4E8	UBP15_HUMAN	USP15	460	607	Ubiquitin-specific protease C-terminal
P51784	UBP11_HUMAN	USP11	99	185	DUSP domain
Q13107	UBP4_HUMAN	USP4	31	123	DUSP domain
Q8NFA0	UBP32_HUMAN	USP32	393	586	DUSP domain
Q8TEY7	UBP33_HUMAN	USP33	737	810	DUSP domain
Q8TEY7	UBP33_HUMAN	USP33	845	919	DUSP domain
Q9Y2K6	UBP20_HUMAN	USP20	815	891	DUSP domain
Q9Y2K6	UBP20_HUMAN	USP20	649	780	DUSP domain
Q9Y4E8	UBP15_HUMAN	USP15	27	119	DUSP domain
P51808	DYLT3_HUMAN	DYNLT3	17	110	Tctex-1 family
P63172	DYLT1_HUMAN	DYNLT1	16	109	Tctex-1 family
Q5JR98	DYLT4_HUMAN	DYNLT4	122	216	Tctex-1 family
Q8IZS6	DYLT2_HUMAN	DYNLT2	99	193	Tctex-1 family
Q8N7M0	DYLT5_HUMAN	DYNLT5	80	174	Tctex-1 family
Q8WW35	DYT2B_HUMAN	DYNLT2B	43	137	Tctex-1 family
P51810	GP143_HUMAN	GPR143	1	396	Ocular albinism type 1 protein
P51811	XK_HUMAN	XK	5	375	XK-related protein
Q5GH70	XKR9_HUMAN	XKR9	9	345	XK-related protein
Q5GH72	XKR7_HUMAN	XKR7	58	441	XK-related protein
Q5GH73	XKR6_HUMAN	XKR6	130	500	XK-related protein
Q5GH76	XKR4_HUMAN	XKR4	113	515	XK-related protein
Q5GH77	XKR3_HUMAN	XKR3	35	402	XK-related protein
Q6PP77	XKR2_HUMAN	XKRX	35	407	XK-related protein
Q6UX68	XKR5_HUMAN	XKR5	4	320	XK-related protein
Q9H6D3	XKR8_HUMAN	XKR8	14	343	XK-related protein
P51816	AFF2_HUMAN	AFF2	801	815	AF4 interaction motif
P51825	AFF1_HUMAN	AFF1	761	775	AF4 interaction motif
P51826	AFF3_HUMAN	AFF3	766	779	AF4 interaction motif
Q9UHB7	AFF4_HUMAN	AFF4	714	728	AF4 interaction motif
P51816	AFF2_HUMAN	AFF2	18	535	AF-4 proto-oncoprotein N-terminal region
P51825	AFF1_HUMAN	AFF1	8	520	AF-4 proto-oncoprotein N-terminal region
P51826	AFF3_HUMAN	AFF3	20	173	AF-4 proto-oncoprotein N-terminal region
P51826	AFF3_HUMAN	AFF3	163	473	AF-4 proto-oncoprotein N-terminal region
Q9UHB7	AFF4_HUMAN	AFF4	2	479	AF-4 proto-oncoprotein N-terminal region
P51816	AFF2_HUMAN	AFF2	1054	1311	AF-4 proto-oncoprotein C-terminal region
P51825	AFF1_HUMAN	AFF1	948	1210	AF-4 proto-oncoprotein C-terminal region
P51826	AFF3_HUMAN	AFF3	959	1226	AF-4 proto-oncoprotein C-terminal region
Q9UHB7	AFF4_HUMAN	AFF4	897	1162	AF-4 proto-oncoprotein C-terminal region
P51843	NR0B1_HUMAN	NR0B1	134	182	Nuclear receptor repeat
P51843	NR0B1_HUMAN	NR0B1	201	246	Nuclear receptor repeat
P51843	NR0B1_HUMAN	NR0B1	68	115	Nuclear receptor repeat
P51843	NR0B1_HUMAN	NR0B1	1	49	Nuclear receptor repeat
P51946	CCNH_HUMAN	CCNH	162	260	Cyclin C-terminal domain
P51948	MAT1_HUMAN	MNAT1	3	51	Zinc finger, C3HC4 type (RING finger)
P51948	MAT1_HUMAN	MNAT1	53	250	CDK-activating kinase assembly factor MAT1
P51970	NDUA8_HUMAN	NDUFA8	78	113	CHCH domain
Q49B96	COX19_HUMAN	COX19	30	64	CHCH domain
Q8N4Q1	MIA40_HUMAN	CHCHD4	64	100	CHCH domain
Q8WYQ3	CHC10_HUMAN	CHCHD10	102	134	CHCH domain
Q96BP2	CHCH1_HUMAN	CHCHD1	45	79	CHCH domain
Q9BSY4	CHCH5_HUMAN	CHCHD5	58	92	CHCH domain
Q9Y6H1	CHCH2_HUMAN	CHCHD2	114	147	CHCH domain
P52209	6PGD_HUMAN	PGD	180	469	6-phosphogluconate dehydrogenase, C-terminal domain
P52272	HNRPM_HUMAN	HNRNPM	41	70	HnRNP M nuclear localisation signal
P52434	RPAB3_HUMAN	POLR2H	7	147	RNA polymerase Rpb8
P52565	GDIR1_HUMAN	ARHGDIA	12	201	RHO protein GDP dissociation inhibitor
P52566	GDIR2_HUMAN	ARHGDIB	9	198	RHO protein GDP dissociation inhibitor
Q99819	GDIR3_HUMAN	ARHGDIG	36	222	RHO protein GDP dissociation inhibitor
P52630	STAT2_HUMAN	STAT2	783	838	Signal transducer and activator of transcription 2 C terminal
P52655	TF2AA_HUMAN	GTF2A1	13	270	Transcription factor IIA, alpha/beta subunit
P52655	TF2AA_HUMAN	GTF2A1	263	376	Transcription factor IIA, alpha/beta subunit
Q9UNN4	TF2AY_HUMAN	GTF2A1L	10	478	Transcription factor IIA, alpha/beta subunit
P52657	T2AG_HUMAN	GTF2A2	2	48	Transcription initiation factor IIA, gamma subunit, helical domain
P52657	T2AG_HUMAN	GTF2A2	59	100	Transcription initiation factor IIA, gamma subunit
P52732	KIF11_HUMAN	KIF11	916	1053	Kinesin-associated microtubule-binding
P52756	RBM5_HUMAN	RBM5	458	509	OCRE domain
P78332	RBM6_HUMAN	RBM6	786	837	OCRE domain
P98175	RBM10_HUMAN	RBM10	568	619	OCRE domain
Q8N302	AGGF1_HUMAN	AGGF1	203	254	OCRE domain
P52758	RIDA_HUMAN	RIDA	11	129	Endoribonuclease L-PSP
P52788	SPSY_HUMAN	SMS	21	117	S-adenosylmethionine decarboxylase N -terminal
P52815	RM12_HUMAN	MRPL12	63	116	Ribosomal protein L7/L12 dimerisation domain
P52815	RM12_HUMAN	MRPL12	130	198	Ribosomal protein L7/L12 C-terminal domain
P52888	THOP1_HUMAN	THOP1	227	677	Peptidase family M3
Q99797	MIPEP_HUMAN	MIPEP	254	699	Peptidase family M3
Q9BYT8	NEUL_HUMAN	NLN	251	701	Peptidase family M3
P52926	HMGA2_HUMAN	HMGA2	74	86	AT hook motif
P52926	HMGA2_HUMAN	HMGA2	26	38	AT hook motif
P52926	HMGA2_HUMAN	HMGA2	46	58	AT hook motif
P52948	NUP98_HUMAN	NUP98	1332	1623	Nuclear protein 96
P52948	NUP98_HUMAN	NUP98	738	885	Nucleoporin autopeptidase
P52961	NAR1_HUMAN	ART1	39	274	NAD:arginine ADP-ribosyltransferase
Q13508	NAR3_HUMAN	ART3	29	252	NAD:arginine ADP-ribosyltransferase
Q93070	NAR4_HUMAN	ART4	55	277	NAD:arginine ADP-ribosyltransferase
Q96L15	NAR5_HUMAN	ART5	28	254	NAD:arginine ADP-ribosyltransferase
P53004	BIEA_HUMAN	BLVRA	133	245	Biliverdin reductase, catalytic
P53004	BIEA_HUMAN	BLVRA	9	125	Oxidoreductase family, NAD-binding Rossmann fold
Q3B7J2	GFOD2_HUMAN	GFOD2	6	119	Oxidoreductase family, NAD-binding Rossmann fold
Q9NXC2	GFOD1_HUMAN	GFOD1	4	118	Oxidoreductase family, NAD-binding Rossmann fold
Q9UQ10	DHDH_HUMAN	DHDH	3	123	Oxidoreductase family, NAD-binding Rossmann fold
P53350	PLK1_HUMAN	PLK1	419	476	POLO box duplicated region
P53350	PLK1_HUMAN	PLK1	517	580	POLO box duplicated region
Q9H4B4	PLK3_HUMAN	PLK3	569	633	POLO box duplicated region
Q9H4B4	PLK3_HUMAN	PLK3	472	529	POLO box duplicated region
Q9NYY3	PLK2_HUMAN	PLK2	608	673	POLO box duplicated region
Q9NYY3	PLK2_HUMAN	PLK2	512	570	POLO box duplicated region
